
,aX,aY,aZ,roll,pitch,yaw
24,0.25162523900573613,0.46824682468246825,0.020802080208020803,0.6648565348205767,0.5501102255384094,0.9935235284472864

0,-0.4272770624701956,-0.12091209120912091,0.40644064406440644,-0.10263743247537337,-0.1671007539410555,0.945849572933079
1,-0.35717691940867907,-0.12571257125712573,0.40644064406440644,-0.10263743247537337,-0.1671007539410555,0.945849572933079
2,-0.35717691940867907,-0.12571257125712573,0.33503350335033505,-0.12774070543374644,-0.16394790952707333,0.9542250601210713
3,-0.1235097758702909,-0.2518251825182518,0.40544054405440544,-0.19135684779154752,-0.07141877998629198,0.9619371423832822
4,-0.2145922746781116,-0.3284328432843285,0.40544054405440544,-0.19135684779154752,-0.07141877998629198,0.9619371423832822
5,-0.2145922746781116,-0.3284328432843285,0.3896389638963897,-0.24563075945344773,-0.06031528444139822,0.9753710921303591
6,-0.23652837386742967,-0.4164416441644165,0.5463546354635465,-0.2340006355258977,-0.07059629883481837,0.9875611576415955
7,-0.20362422508345254,-0.4164416441644165,0.5463546354635465,-0.2340006355258977,-0.07059629883481837,0.9875611576415955
8,-0.20362422508345254,-0.42544254425442546,0.5907590759075908,-0.22059103908484273,-0.05784784098697738,0.9966000497553694
9,-0.430138292799237,-0.5210521052105211,0.9366936693669367,-0.18932316491897044,-0.07470870459218643,1.0
10,0.052455889365760615,-1.0,0.9366936693669367,-0.18932316491897044,-0.07470870459218643,1.0
11,0.052455889365760615,-1.0,1.0,-0.27238639974578965,-0.025222755311857435,0.9822539182353429
12,-0.7978063900810682,-1.0,1.0,-0.28522402287893234,-0.13817683344756682,0.9680736379467617
13,-1.0,-1.0,1.0,-0.28522402287893234,-0.13817683344756682,0.9680736379467617
14,-1.0,-1.0,-0.3624362436243625,-0.6284080076263108,-0.5683344756682659,0.9455178704701882
15,0.9957081545064378,-0.32003200320032005,-1.0,-1.0,0.13858807402330361,0.9103574094037649
16,0.5345731998092513,0.22452245224522452,-1.0,-1.0,0.13858807402330361,0.9103574094037649
17,0.5345731998092513,0.22452245224522452,-0.542954295429543,0.8361614235780108,0.2441398217957505,0.9149183182685131
18,-0.5288507391511683,0.4535453545354536,-0.14311431143114312,0.7602160788052114,-0.14187799862919806,0.927523011858363
19,0.14210777300906058,0.5226522652265226,-0.14311431143114312,0.7602160788052114,-0.14187799862919806,0.927523011858363
20,0.14210777300906058,0.5226522652265226,-0.0009000900090009,0.5672704162694631,1.0,0.9295961522514304
21,0.2765855984740105,0.4945494549454946,-0.075007500750075,0.6190022243406419,0.480603152844414,0.9311717389501617
22,0.1587982832618026,0.5017501750175017,-0.075007500750075,0.6190022243406419,0.480603152844414,0.9311717389501617
23,0.1587982832618026,0.5017501750175017,-0.18121812181218125,0.6773435017476962,0.19849211788896504,0.9346546148105149
24,0.05722460658082976,0.4669466946694669,-0.15551555155515553,0.6855417858277726,0.06812885538039752,0.9407911103739945

0,-0.24735089312745986,-0.1772177217721772,0.443044304430443,-0.13653021926827752,-0.2003123779773526,0.9265646731571628
1,-0.24735089312745986,-0.1772177217721772,0.443044304430443,-0.13653021926827752,-0.2003123779773526,0.9265646731571628
2,-0.24735089312745986,-0.19851985198519853,0.44194419441944194,-0.1493881607553264,-0.20109332292073412,0.927213722763097
3,-0.2649106872540115,-0.20122012201220124,0.3783378337833783,-0.16423380334182247,-0.23115970324092153,0.927213722763097
4,-0.3533151680290645,-0.20122012201220124,0.3783378337833783,-0.16423380334182247,-0.23115970324092153,0.9276773296244785
5,-0.3533151680290645,-0.2222222222222222,0.41674167416741675,-0.17578731598235914,-0.2899258102303788,0.9302735280482152
6,-0.1952770208900999,-0.26142614261426145,0.370937093709371,-0.21193862972855454,-0.18000780944943384,0.9302735280482152
7,-0.30820466242809563,-0.26142614261426145,0.370937093709371,-0.21193862972855454,-0.18000780944943384,0.9402874362540565
8,-0.30820466242809563,-0.30503050305030505,0.4524452445244525,-0.2016895459345301,-0.2643498633346349,0.954473806212332
9,-0.033605812897366034,-0.38673867386738675,0.45164516451645165,-0.2411951052860426,-0.2643498633346349,0.954473806212332
10,-0.5113533151680291,-0.38673867386738675,0.45164516451645165,-0.2411951052860426,-0.0677469738383444,0.9758924432081595
11,-0.5113533151680291,-0.5521552155215522,1.0,-0.18746505994161128,-0.20402186645841466,0.9970329160871582
12,-0.5249772933696639,-1.0,1.0,-0.269706192931238,-0.07008980866848886,0.9959202596198424
13,-1.0,-1.0,1.0,-0.269706192931238,-0.07008980866848886,0.9959202596198424
14,-1.0,-1.0,0.5296529652965297,-0.3599602459780111,-0.5218664584146818,1.0
15,0.1901301846805934,-0.9913991399139914,-0.6683668366836684,-0.7004161749176967,-0.5218664584146818,1.0
16,0.2861035422343324,-0.9913991399139914,-0.6683668366836684,-0.7004161749176967,-0.4328387348691918,0.9963838664812239
17,0.2861035422343324,-0.22002200220022003,-0.8656865686568658,-1.0,0.10113237016790316,0.9826611033843302
18,-0.09536784741144413,0.19591959195919592,-0.5740574057405741,0.5673644325734517,0.10113237016790316,0.9826611033843302
19,-0.10323947926127763,0.19591959195919592,-0.5740574057405741,0.5673644325734517,-0.37231550175712613,0.9918405192396847
20,-0.10323947926127763,0.4495449544954496,-0.13841384138413843,0.7170631716255668,-0.1872315501757126,0.9944367176634215
21,0.2903421132303966,0.4896489648964897,-0.05940594059405941,0.5997266910988259,-0.1872315501757126,0.9944367176634215
22,0.2903421132303966,0.4896489648964897,-0.05940594059405941,0.5997266910988259,1.0,0.9887807139545666
23,0.06721162579473207,0.49874987498749873,-0.1629162916291629,0.6640785141934281,0.18469347910972278,0.9890588780713955
24,0.030578262185891613,0.46474647464746477,-0.2006200620062006,0.6640785141934281,0.18469347910972278,0.9890588780713955

0,-0.1456766917293233,-0.17551755175517553,0.38933893389338936,-0.16465972128264106,-0.06528107127911842,0.9722438644331904
1,-0.14144736842105263,-0.17551755175517553,0.38933893389338936,-0.16465972128264106,-0.06528107127911842,0.9711725749902609
2,-0.14144736842105263,-0.20612061206120613,0.39923992399239927,-0.1822486808280341,-0.0679313711814758,0.9722438644331904
3,-0.2965225563909774,-0.20562056205620563,0.435943594359436,-0.17446894872141794,-0.0679313711814758,0.9722438644331904
4,-0.1832706766917293,-0.20562056205620563,0.435943594359436,-0.17446894872141794,-0.11493932208118288,0.9764316322555512
5,-0.1832706766917293,-0.25922592259225924,0.37213721372137215,-0.23312136382086324,-0.06500209234202818,0.9863654070899882
6,-0.25,-0.3138313831383138,0.3943394339433944,-0.25612231091868487,-0.06500209234202818,0.9863654070899882
7,-0.25,-0.3138313831383138,0.3943394339433944,-0.25612231091868487,-0.1202399218858976,0.9968835216205687
8,0.040413533834586464,-0.422942294229423,0.48124812481248125,-0.27384657015288866,0.040312456409541085,1.0
9,-0.10620300751879698,-0.5006500650065007,0.724972497249725,-0.27384657015288866,0.040312456409541085,1.0
10,-0.10620300751879698,-0.5006500650065007,0.724972497249725,-0.24130699499391153,-0.009903752266703864,0.9998052201012855
11,-0.043233082706766915,-0.8392839283928394,1.0,-0.24841022865647408,-0.01590179941414423,0.9936696532917803
12,1.0,-1.0,1.0,-0.3000270599377622,0.13432835820895525,0.9936696532917803
13,1.0,-1.0,1.0,-0.3000270599377622,0.13432835820895525,0.984514998052201
14,-0.9407894736842105,-1.0,-0.20422042204220425,-0.6238668651062103,-0.6310503556981448,0.9837358784573432
15,0.5521616541353384,-0.36793679367936794,-0.20422042204220425,-0.6238668651062103,-0.6310503556981448,0.9837358784573432
16,0.5521616541353384,-0.36793679367936794,-0.9136913691369137,-1.0,0.009624773329613614,0.9616283599532527
17,0.9995300751879699,0.16251625162516253,-0.4442444244424443,0.6595859829522392,0.9347189287208817,0.9616283599532527
18,-0.5357142857142857,0.44104410441044106,-0.4442444244424443,0.6595859829522392,0.9347189287208817,0.9428320997273081
19,-0.5357142857142857,0.44104410441044106,-0.25132513251325134,0.8126099309971587,-0.36337006556005025,0.9540319439033891
20,0.25798872180451127,0.49014901490149015,-0.0852085208520852,0.6411852252739819,0.6504393918259171,0.9477989871445266
21,0.4473684210526315,0.49014901490149015,-0.0852085208520852,0.6411852252739819,0.6504393918259171,0.9477989871445266
22,0.4473684210526315,0.47804780478047804,-0.009500950095009501,0.637599783520498,1.0,0.9381573821581612
23,0.3458646616541353,0.4894489448944894,-0.08490849084908492,0.6617507779732107,0.7002371320965268,0.9351382937280872
24,0.306390977443609,0.4894489448944894,-0.08490849084908492,0.6617507779732107,0.7002371320965268,0.9351382937280872

0,-0.18155619596541786,-0.17821782178217824,0.46394639463946397,-0.16661404893449092,-0.09283503927636277,0.9022654661632298
1,-0.14063400576368876,-0.17821782178217824,0.46394639463946397,-0.16661404893449092,-0.09283503927636277,0.9034272436828348
2,-0.14063400576368876,-0.18191819181918195,0.45974597459745975,-0.16961325966850826,-0.07426803142109022,0.9034272436828348
