
,aX,aY,aZ,roll,pitch,yaw
0,0.2223335002503756,0.4754475447544755,-0.0968096809680968,0.6418390514631684,1.0,0.9858846918489067
1,0.19779669504256386,0.4795479547954796,-0.10721072107210722,0.6489656912209889,1.0,0.9858846918489067
2,0.19779669504256386,0.4795479547954796,-0.10721072107210722,0.6489656912209889,0.7942148760330578,0.9878727634194832
3,0.19228843264897347,0.48044804480448045,-0.10581058105810581,0.6462537840565086,0.8223140495867768,0.9894632206759445
4,0.1697546319479219,0.47944794479447944,-0.09340934093409341,0.6382441977800202,0.8223140495867768,0.9894632206759445
5,0.1697546319479219,0.47944794479447944,-0.09340934093409341,0.6382441977800202,0.8148760330578512,0.9906560636182903
6,0.20630946419629445,0.41614161416141615,-0.1786178617861786,0.6904641775983855,0.6115702479338844,0.9918489065606363
7,0.03655483224837256,0.34653465346534656,-0.31173117311731174,0.8162840565085773,0.09958677685950414,0.9918489065606363
8,0.03655483224837256,0.34653465346534656,-0.31173117311731174,0.8162840565085773,0.09958677685950414,0.9994035785288271
9,-0.2298447671507261,0.15151515151515152,-0.4538453845384539,1.0,-0.22355371900826448,1.0
10,0.17676514772158236,-0.4477447744774478,-0.9850985098509851,-0.9434283551967709,0.08842975206611571,1.0
11,0.17676514772158236,-0.4477447744774478,-0.9850985098509851,-0.9434283551967709,0.08842975206611571,0.9689860834990061
12,0.49123685528292443,-1.0,-0.39923992399239927,-0.7524596367305751,0.2991735537190083,0.9445328031809145
13,-0.4366549824737106,-1.0,1.0,-0.316031786074672,-0.27975206611570247,0.9445328031809145
14,1.0,-1.0,1.0,-0.316031786074672,-0.27975206611570247,0.9852882703777337
15,1.0,-1.0,1.0,-0.2921922300706357,0.6578512396694215,0.9473161033797217
16,0.17826740110165248,-0.37053705370537054,0.5363536353635364,-0.21726791120080727,-0.05743801652892562,0.9473161033797217
17,-0.42413620430645976,-0.37053705370537054,0.5363536353635364,-0.21726791120080727,-0.05743801652892562,0.9667992047713718
18,-0.42413620430645976,-0.3199319931993199,0.24912491249124913,-0.30184157416750756,-0.5710743801652893,0.958051689860835
19,0.06810215322984478,-0.3059305930593059,0.20032003200320034,-0.34743945509586277,-0.01446280991735537,0.958051689860835
20,-0.5618427641462194,-0.3059305930593059,0.20032003200320034,-0.34743945509586277,-0.01446280991735537,0.9457256461232605
21,-0.5618427641462194,-0.3638363836383639,0.39613961396139613,-0.26873107971745713,-0.5466942148760331,0.9508946322067595
22,0.12318477716574863,-0.41114111411141113,0.37293729372937295,-0.2965438950554995,-0.02809917355371901,0.9508946322067595
23,0.12318477716574863,-0.41114111411141113,0.37293729372937295,-0.2965438950554995,-0.02809917355371901,0.9459244532803182
24,0.12969454181271908,-0.37443744374437443,0.3456345634563457,-0.3032921291624622,0.1,0.9524850894632206

0,0.20248287671232879,0.49594959495949603,-0.05190519051905191,0.6042032622333752,0.9648775216138328,0.9700710811821923
1,0.20248287671232879,0.49594959495949603,-0.05190519051905191,0.6042032622333752,0.7899855907780979,0.9734380845491957
2,0.21832191780821916,0.49194919491949196,-0.05140514051405141,0.6049560853199498,0.7890850144092219,0.9741863075196409
3,0.27397260273972607,0.4920492049204921,-0.043104310431043104,0.596047678795483,0.7890850144092219,0.9741863075196409
4,0.27397260273972607,0.4920492049204921,-0.043104310431043104,0.596047678795483,1.0,0.9738121960344183
5,0.25428082191780826,0.48874887488748875,-0.03650365036503651,0.5974905897114178,0.9816282420749279,0.9745604190048635
6,0.2675513698630137,0.43494349434943497,-0.10681068106810682,0.6400250941028858,0.5826729106628242,0.9745604190048635
7,0.2675513698630137,0.43494349434943497,-0.10681068106810682,0.6400250941028858,0.5826729106628242,0.9794238683127572
8,-0.03595890410958904,0.3033303330333033,-0.2988298829882988,0.8188205771643664,0.01927233429394813,1.0
9,0.09460616438356165,0.1643164316431643,-0.5439543954395439,1.0,0.03368155619596542,1.0
10,0.06078767123287671,0.1643164316431643,-0.5439543954395439,1.0,0.03368155619596542,0.9992517770295548
11,0.06078767123287671,-0.04970497049704971,-0.46864686468646866,0.006148055207026349,0.058897694524495676,0.9753086419753086
12,0.4426369863013699,-0.5480548054805481,-0.8040804080408042,-0.9318695106649937,0.15003602305475502,0.9753086419753086
13,0.4426369863013699,-0.5480548054805481,-0.8040804080408042,-0.9318695106649937,0.15003602305475502,0.9132061354283576
14,-0.0663527397260274,-1.0,0.058105810581058105,-0.6220828105395232,-0.5396253602305475,0.8967452300785633
15,-0.1309931506849315,-1.0,1.0,-0.28845671267252193,0.06970461095100865,0.8967452300785633
16,-0.1309931506849315,-1.0,1.0,-0.28845671267252193,0.06970461095100865,0.8398802843247287
17,1.0,-0.7351735173517353,1.0,-0.24328732747804266,0.22640489913544667,0.7407407407407408
18,-0.3488869863013699,-0.34673467346734677,0.630963096309631,-0.1749686323713927,0.22640489913544667,0.7407407407407408
19,-0.3488869863013699,-0.34673467346734677,0.630963096309631,-0.1749686323713927,-0.14715417867435157,0.7512158623269733
