
,aX,aY,aZ,roll,pitch,yaw
0,0.1758175817581758,0.21952195219521953,0.5409659625992197,0.531498244965823,0.39932375316990704,-0.9119869483084321
1,0.16101610161016103,0.21692169216921695,0.5423113144087179,0.5207832994642527,0.39932375316990704,-0.9119869483084321
2,0.15841584158415842,0.21692169216921695,0.5423113144087179,0.5207832994642527,0.3705832628909552,-0.917138931822085
3,0.15841584158415842,0.22192219221922194,0.5288577963137361,0.5364862368372436,0.3514792899408284,-0.9249527734844583
4,0.16181618161816183,0.2208220822082208,0.5404278218754205,0.5327914280435987,0.37447168216398985,-0.9249527734844583
5,0.16181618161816183,0.2208220822082208,0.5404278218754205,0.5327914280435987,0.37447168216398985,-0.9368882019577538
6,0.12631263126312633,0.21672167216721674,0.50369971747612,0.5520044337705523,0.3156382079459003,-0.9565516057015285
7,0.23162316231623165,0.1425142514251425,0.4925332974572851,0.5520044337705523,0.3156382079459003,-0.9565516057015285
8,0.23162316231623165,0.1425142514251425,0.4925332974572851,0.43561795677073706,0.5455621301775149,-0.9805941954319081
9,0.44264426442644267,0.004000400040004,0.5386788645230728,0.0620727877332348,0.7873203719357565,-1.0
10,0.6672667266726673,-0.3353335333533354,0.6750975380061887,-0.4638832440421208,0.7873203719357565,-1.0
11,0.6672667266726673,-0.3353335333533354,0.6750975380061887,-0.4638832440421208,0.9634826711749789,-0.9829125880130517
12,0.87988798879888,-0.6302630263026303,0.7591820260998251,-0.8363199704415296,1.0,-0.8735188047398249
13,0.4263426342634264,-1.0,0.994080452038208,-0.8363199704415296,1.0,-0.8735188047398249
14,0.4263426342634264,-1.0,0.994080452038208,-1.0,0.6035502958579883,-0.7232526189249529
15,-0.6702670267026702,-0.9850985098509851,1.0,-0.9517827452429337,-0.6326289095519865,-0.6160054954490812
16,-0.8831883188318832,-0.6223622362236224,0.8326382348984259,-0.9517827452429337,-0.6326289095519865,-0.6160054954490812
17,-0.8831883188318832,-0.6223622362236224,0.8326382348984259,-0.8963606133382598,-0.9442096365173289,-0.46573930963420923
18,-1.0,-0.18851885188518855,0.8405758105744652,-0.39497506004064287,-0.9577345731191885,-0.3499055469689164
19,0.024002400240024004,-0.05500550055005501,0.660029597739809,-0.39497506004064287,-0.9577345731191885,-0.3499055469689164
20,0.024002400240024004,-0.05500550055005501,0.660029597739809,-0.18012192869019028,-0.15384615384615385,-0.3486175510905032
21,-0.12641264126412644,-0.0023002300230023005,0.6056773846360823,-0.002955847034915943,-0.16855452240067625,-0.34372316675253306
22,-0.19541954195419542,-0.0017001700170017004,0.7127673886721377,-0.002955847034915943,-0.16855452240067625,-0.34372316675253306
23,-0.19541954195419542,-0.0017001700170017004,0.7127673886721377,-0.015148716053944206,-0.2936601859678783,-0.3355658595225829
24,-0.07890789078907891,-0.0019001900190019003,0.5869769944840576,-0.008128579346018842,-0.21048182586644124,-0.33462132921174653

0,0.14401440144014402,0.14141414141414144,0.6302846090080133,0.234924965893588,0.2259334691106585,-0.939108635097493
1,0.12441244124412441,0.14141414141414144,0.6302846090080133,0.234924965893588,0.2259334691106585,-0.9423955431754875
2,0.12441244124412441,0.14311431143114312,0.6265542967670628,0.24120054570259208,0.2128988458927359,-0.9462952646239555
3,0.11401140114011402,0.15231523152315232,0.6289030118817354,0.2533424283765348,0.18560760353021044,-0.9505849582172702
4,0.06820682068206821,0.15231523152315232,0.6289030118817354,0.2533424283765348,0.18560760353021044,-0.9505849582172702
5,0.06820682068206821,0.19921992199219923,0.6431334622823984,0.3068212824010914,0.10061099796334011,-0.9578830083565459
